城市,名称,性质,床位,价格(元/月),特色服务,地址
杭州,杭州山缘老人公寓,民营,2000张,2000,"邻近医院,邻近景点,高端定位,康复护理",杭州市西湖区留下镇杨梅山路399号
杭州,朗诗常青藤桃源站,民营,80张,4000,"医养结合,餐饮定制,连锁品牌,试住体验,适老化设计",半山街道桃源街339号
杭州,杭州三外堂养老院,民营,120张,2600,"邻近医院,邻近景点,康复护理",鸬鸟镇彩虹谷景区门口
杭州,杭州金诚护理院,民营,650张,2000,"医保定点,医养结合,适老化设计,康复护理,连锁品牌",浙江省杭州市萧山区高桥路1036号
杭州,杭州市西湖区好地方养老院,民营,100张,2000,邻近医院,杭州市西湖区双浦镇小叔房村8号
杭州,拱墅区金秋老年公寓,民营,58张,1200,"邻近医院,康复护理,试住体验",拱墅区康桥街道康桥路28号
杭州,萧山（闻堰养老院）闻堰街道居家养老服务中心,公建民营,60张,3500,"医养结合,邻近景点,交通便利,康复护理,连锁品牌",闻堰街道时代大道4506号
杭州,（乔司养老院）乔司街道居家养老服务中心,公建民营,52张,2500,"医养结合,适老化设计,康复护理,连锁品牌,试住体验",乔司街道和睦桥村水西自然村37号
杭州,杭州海华幸福家园养老服务中心,民营,201张,1300,"邻近医院,康复护理",杭州市拱墅区拱康路110号
杭州,杭州市西湖区社会福利中心,公办（建）,320张,1400,"邻近医院,康复护理,试住体验",小和山支路88号
杭州,拱墅区爱心老年之家康桥分院,民营,60张,1200,"邻近医院,康复护理,试住体验",杭州市拱墅区康桥路28号
杭州,国投健康养老产业（杭州）有限公司,公办公营,363张,3730,"医养结合,医保定点,交通便利,高端定位,连锁品牌",富春街道金桥北路与永兴路交叉口
海口,普亲养老·海口新埠岛院,公办民营,92张,3600,"医养结合,邻近景点,连锁品牌,个性化护理,康复护理",新埠岛中心大道8号
海口,普亲养老·海口海甸岛院（海口市社会福利院老年人养护院）,公建民营,400张,3500,"连锁品牌,适老化设计,康复护理,医养结合",福利路8号
海口,普亲养老·海口琼山院,公办民营,230张,3000,"医养结合,连锁品牌,邻近景点,康复护理,个性化护理",琼州大道桂林上路
海口,普亲养老·海口秀英苑（秀英区秀英街道综合养老服务中心）,公办民营,35张,价格面议,"餐饮定制,适老化设计,康复护理,连锁品牌,社区嵌入",秀英大道55-1号
海口,海口椰岛之家老年公寓,民营,130张,1350,"适老化设计,康复护理",新大州大道三公里玉俊东村二巷4号
海口,海南亚泰温泉酒店养生俱乐部,民营,400张,3900,"邻近医院,交通便利,邻近景点,高端定位,个性化护理",海南省海口市西海岸盈滨半岛海南亚泰温泉酒店
海口,海口桂林洋养老服务中心,公建民营,100张,2800,"医养结合,邻近医院,试住体验,餐饮定制,康复护理",桂林洋经济开发区双塘路76号
海口,海南三月三健康旅居养老院,民营,560张,5500,连锁品牌,海南省海口市美兰区海甸三东路23-2号中新大厦16层E座
海口,华邦美好家园海口孝慈苑养老服务中心（海口福利院）,公办民营,400张,3000,"连锁品牌,适老化设计,医养结合,交通便利,临终关怀",海甸岛福利路8号1号楼
海口,海口市振东(米铺)老年公寓-L&C老年护理院,公办民营,60张,4050,"交通便利,康复护理,临终关怀",金贸中路13号格林梦别墅小区A3栋
海口,海南幸福季文昌莱茵海岸养老度假基地,民营,300张,3500,"邻近医院,交通便利,高端定位,康复护理",海南省文昌市会文镇冯家湾
海口,海口市金福源老年公寓,民营,230张,2300,邻近景点,东营东平新村
海口,海南幸福银发养老服务有限公司,民营,600张,2500,"邻近景点,连锁品牌",海口市美祥路29号（春江公寓）
海口,海南颐康中医疗养院,民营,190张,5000,康复护理,海口市海甸岛万兴路2号（下世纪大桥直行第二个十字路口左拐直行路南）
海口,知鱼听海养老机构,民营,99张,4500,"高端定位,餐饮定制,适老化设计,医养结合,康复护理",兴洋大道296号
海口,一方养老桃源院,公建民营,100张,2100,"连锁品牌,邻近景点,康复护理,个性化护理,临终关怀",石山镇28号
海口,海口椰岛之家老年公寓演丰分院,民营,130张,1500,"适老化设计,康复护理",演丰镇西河一路
海口,海口市龙华区遵谭镇敬老院,公办（建）,46张,2000,,遵谭镇珠崖路93号
海口,海口市振东（米铺）老年公寓,民营,180张,2450,,海口市海府路米铺路一号
海口,海南百年好度假休闲基地（三亚湾,公办（建）,300张,2390,"邻近医院,交通便利,邻近景点",海南省海口市文明中文联路18号省老干部活动中心长寿楼402室海南百年好老人服务有限公司
海口,海口幸福百年老人公寓,民营,50张,1700,"邻近医院,交通便利,康复护理,临终关怀",海口市海甸岛和平大道23号安信大厦A栋首层（公交在寰岛泰德大酒店站下）
海口,海南山海疗养院,民营,110张,5200,"医养结合,餐饮定制,康复护理",桂林洋滨海度假区
海口,海南省海口市幸福百年老年公寓,民营,120张,1800,"邻近医院,交通便利,康复护理,临终关怀",海南省海口市海甸岛和平大道23号安信大厦A栋首层
海口,海口振东米铺老年公寓,民营,160张,1699,"康复护理,临终关怀",海南省海口市振兴路米铺内进100米46号
海口,海口振东（米铺）老年公寓,民营,160张,1699,"康复护理,临终关怀",海南省海口市海府路米铺路内进200米米铺村1号
海口,海口市琼山区凤翔敬老院（县级特困人员供养机构）,公建民营,78张,3000,"医养结合,康复护理",迈灜路141号
海口,海南普仁旅居养老,民营,350张,2500,,海南省海口市美兰区海甸岛三西路西港椰韵a栋101
海口,海口南渡江公寓,民营,300张,855,"邻近医院,邻近景点",海南省海口市美兰区南渡江公寓
武汉,武汉黄陂区福康养老院,民营,150张,3200,"医养结合,餐饮定制,康复护理,个性化护理,试住体验",盘龙城巨龙大道卓尔总部基地内
武汉,大家的家·武汉东湖城心养老社区,民营,182张,5000,"邻近医院,交通便利,邻近景点",东湖路169号
武汉,武汉汉阳汉沙医疗特护养老院,民营,108张,3200,"医养结合,餐饮定制,适老化设计,康复护理,交通便利",汉阳区王家湾龙阳大道35号
武汉,江汉区汉兴街常三社区养老服务中心,民营,40张,3000,"医养结合,连锁品牌,康复护理,社区嵌入,适老化设计",武汉市江汉区红旗渠路133号
武汉,武汉汉阳区永丰街养老服务机构,公办民营,120张,3200,"医养结合,康复护理,餐饮定制,交通便利,适老化设计",汉阳区永安堂特8号燎原社区福泽湾养老院
武汉,泰康之家·楚园（护理照护区）,民营,670张,10000,"医养结合,高端定位,康复护理,连锁品牌,临终关怀",严西湖路66号
武汉,武汉市青山区白玉山街君安养老院,公建民营,170张,2800,"适老化设计,邻近医院",白玉山街四街坊30号
武汉,武汉市武昌区爱心养老院,民营,100张,2800,"餐饮定制,个性化护理,交通便利,邻近医院,适老化设计",晒湖小区天华新村特1号
武汉,武汉太保家园颐养社区,公办（建）,1300张,6000,"医养结合,高端定位,适老化设计,餐饮定制,邻近医院",汉阳区四新中路8号
武汉,泰康之家·楚园,民营,670张,8400,"邻近医院,高端定位,连锁品牌",严西湖路66号
武汉,九真山敬老山庄,民营,800张,1800,"医养结合,邻近医院,高端定位,康复护理,连锁品牌",汉口办事处：江汉区解放大道创世纪广场工贸家电楼上2912室
武汉,武汉市汉沙临终关怀养老院护理院,民营,120张,3200,"医养结合,交通便利,康复护理,餐饮定制,临终关怀",汉阳区龙阳大道35号
武汉,武汉市江汉区杨汊湖社区养老院,民营,150张,2800,"医保定点,医养结合,邻近医院,康复护理",湖北省武汉市江汉区姑嫂树路红光路特1号（建设银行旁）
武汉,武昌区安泰养老院,民营,200张,2200,"医保定点,医养结合,邻近医院,康复护理",武汉市武昌区余家头中原医院8楼
武汉,洪山区卓刀泉社区养老院,公办（建）,80张,2000,"医养结合,康复护理",武汉市洪山区雄楚大道538号（武汉警官职业学院内）
武汉,武汉融济古田老年公寓,民营,300张,3000,"医养结合,连锁品牌,交通便利,康复护理,邻近医院",古田二路长升路12号
武汉,合众优年武汉养老社区,民营,700张,3700,"邻近医院,高端定位,适老化设计,医养结合,连锁品牌",知音湖大道318号
武汉,柴泊湖武汉康养中心,公办公营,1200张,2850,"医保定点,医养结合,邻近医院,试住体验,适老化设计",阳逻经济开发区柴泊大道与阳福大道交汇处
武汉,武汉市黄陂区夕阳红颐和院,民营,169张,800,"邻近医院,康复护理,试住体验",湖北省武汉市黄陂区定远村夕阳红颐和院
武汉,武汉市老来乐老年公寓,民营,1800张,价格面议,"医养结合,邻近医院,交通便利,邻近景点,康复护理",武汉市后花园AAAAA级黄陂木兰生态旅游度假区
武汉,融济古田康养中心,公办民营,320张,价格面议,"医养结合,邻近医院,适老化设计,康复护理",武汉市硚口区古田二路长升路12号
武汉,东西湖区康养中心,公建民营,510张,2400,"邻近医院,适老化设计,餐饮定制,康复护理",走马岭街道新建村11号
武汉,新濠康养中心,民营,188张,2800,"医养结合,餐饮定制,康复护理,适老化设计,个性化护理",纸坊街武昌大道836号职中公交站旁
武汉,洪山区狮子山街综合养老服务中心,公办民营,112张,4000,"医养结合,邻近医院,交通便利,连锁品牌,康复护理",南湖大道41号
武汉,友缘颐康园国际养休区,民营,604张,2000,"医养结合,邻近医院",运铎公园路8号
武汉,武汉市硚口区建乐社区养老院,社会团体,141张,2600,"邻近医院,高端定位",武汉市硚口区建乐村34号
武汉,武汉东湖银铃安养院,公办（建）,300张,价格面议,"医养结合,邻近景点",武汉市东湖落雁景区黄家大湾特2号
武汉,武汉市黄陂区木兰长岭老年公寓,民营,500张,1000,"邻近医院,邻近景点",湖北省武汉市黄陂区长岭镇短岭村77号
武汉,悦年华•颐养中心（武汉石桥）,民营,409张,4500,"医养结合,交通便利,高端定位,适老化设计,连锁品牌",兴业路33号
武汉,惠汉盈通黄陂盘龙城福星苑,公建民营,60张,2580,"连锁品牌,邻近医院,适老化设计,交通便利,邻近景点",黄陂区盘龙城经济开发区露甲山路22号
武汉,惠汉盈通横店福星苑,公办民营,120张,1980,康复护理,湖北省武汉市黄陂区红焰村石道线横店福星苑
武汉,武汉市东湖生态旅游风景区步瑞养老院,民营,500张,价格面议,"医保定点,医养结合,康复护理,适老化设计,个性化护理",东湖生态旅游风景区东湖庭园小区28号楼
武汉,月湖惠养老院,公办公营,150张,3080,"医养结合,连锁品牌,邻近医院,交通便利,康复护理",汉阳区琴台大道182号晴川街社区卫生服务中心院内
武汉,武汉市武昌区长春社区大中养老院,公助民办,150张,3000,"医养结合,康复护理,个性化护理,医保定点,交通便利",武汉市武昌区紫阳东路179号
武汉,友福家园颐养公寓,民营,300张,1800,,湖北武汉黄陂区双凤大道111号
武汉,东西湖吴家山园艺敬老院,民营,128张,980,,湖北省武汉市东西湖区新海景大酒店旁边
武汉,同人康护理院,民营,80张,2000,"医保定点,医养结合,邻近医院,康复护理,个性化护理",黄狮海东路69号
武汉,武昌区杨园街众成颐家颐养中心,公建民营,48张,3500,"医养结合,交通便利,连锁品牌,个性化护理,适老化设计",武昌区杨园街四美塘
西安,西安颐享福安老年公寓,民营,260张,2100,"康复护理,邻近医院,医养结合,连锁品牌,个性化护理",丈八沟街道丈八六路与锦业二路向南200米
西安,西安市沣东新城老年服务中心（阿房宫老年公寓）,其他,1200张,3150,"医养结合,邻近医院,康复护理,医保定点,试住体验",未央区三桥天台三路6号
西安,西安鹏瑞利知智照护家园,民营,700张,2880,"医养结合,高端定位,适老化设计,个性化护理,邻近景点",楼观镇楼观生态文化旅游度假区
西安,九九养老·玖悦颐养中心,民营,198张,3000,"适老化设计,餐饮定制,试住体验,康复护理,连锁品牌",丈八二路
西安,陕西冶金养老院（公办医养结合）,公办公营,300张,3000,"医养结合,医保定点,康复护理,临终关怀,个性化护理",西影路30号
西安,西安艾嘉康养中心|医养结合养老院,其他,98张,4500,"医养结合,邻近医院,康复护理,医保定点,高端定位",未央区三桥天台三路秦康老年医院西侧50米
西安,九九养老康复医疗中心,民营,90张,3000,"医养结合,康复护理,餐饮定制,试住体验,适老化设计",曲江新区登高路与翔悦路西北角
西安,西安青华山庄老年公寓,民营,300张,2280,"医养结合,邻近医院,邻近景点,适老化设计,康复护理",陕西省西安市长安区青华山景区
西安,康源中成·城市颐养中心,民营,400张,4000,"医养结合,邻近医院,交通便利,餐饮定制,康复护理",青年路含光现代城3-8层
西安,康源养老·北城长者屋,民营,138张,3000,"医养结合,邻近医院,适老化设计,康复护理,社区嵌入",西安市经开区凤城七路19号荣华北经城1号楼2-3层
西安,康源养老·南城长者屋,民营,131张,3000,"医养结合,邻近医院,康复护理,临终关怀,社区嵌入",西三爻村长丰园小区运达商业广场4层
西安,康源养老•电子城长者屋,民营,121张,2500,"医养结合,邻近医院,社区嵌入,康复护理,临终关怀",电子正街香漫里商铺裙楼2号楼整4层
西安,泰康之家·秦园（未开业，可预订）,民营,1090张,价格面议,"邻近医院,康复护理,适老化设计,高端定位,连锁品牌",临沣东路
西安,三桥老年公寓,民营,419张,2230,"医养结合,邻近医院,康复护理,连锁品牌,临终关怀",西安市昆明路石桥立交向西500米路南
西安,西安养老康复中心,公办（建）,390张,1000,"邻近医院,康复护理",陕西省西安市长安区韦曲北街369号
西安,西安市雁塔区天和老年公寓,民营,290张,1690,"邻近医院,交通便利,康复护理",西安市雁塔区姚家村村委会西门
西安,西安弘德养老服务有限公司,民营,400张,价格面议,"医养结合,医保定点,交通便利,适老化设计,临终关怀",骊山新家园C区
西安,西安葡萄园养老院,民营,120张,2500,"医养结合,邻近医院,交通便利,康复护理,临终关怀",陕西西安市雁塔区兴善寺西街101号2楼
西安,西安天合老年公寓,民营,500张,1400,邻近医院,陕西省西安市雁塔区鱼化寨东晁村南200米
西安,陕西西咸新区沣东新城王寺敬老院,民营,400张,价格面议,"邻近医院,试住体验",三桥镇西部车城天台八路西段
西安,西安市新城区爱心护理院,公办民营,100张,2000,"医养结合,邻近医院,康复护理,临终关怀",尚勤路435号
西安,长安区福海老年公寓,民营,160张,1500,康复护理,西安市西沣公路高桥南桥头潏河岸边
西安,西安市新城区百禾养老服务中心,民营,160张,2200,"邻近医院,交通便利,社区嵌入,个性化护理,连锁品牌",西安市新城区公园北路248号百禾小区南侧50米
西安,西安市灞桥仁德老年公寓,公办民营,150张,1780,"邻近医院,康复护理,试住体验,临终关怀,个性化护理",西安市灞桥区狄寨街道狄寨村-西安市灞桥仁德老年公寓（灞桥区狄寨社区卫生服务中心隔壁）
西安,陕西省西安市临潼区金秋爱心乐园,民营,1000张,1000,"邻近景点,康复护理,试住体验",临潼区秦陵北路
西安,太华路街道综合养老服务中心,公建民营,31张,2400,"医养结合,邻近医院,餐饮定制,高端定位,适老化设计",八府庄二纺8号楼二层东户
西安,西安市鄠邑区公办示范性养老院,公办（建）,351张,2800,"交通便利,适老化设计,个性化护理,试住体验,邻近景点",甘亭街道草堂路304号
西安,西安市新城区爱心护理院解放门街道微型养老站,公办民营,30张,价格面议,"医养结合,邻近医院,康复护理",西七路四浩庄36号
西安,陕西颐居乐养老服务有限责任公司,公助民办,108张,2300,"邻近景点,交通便利,试住体验,餐饮定制,个性化护理",五台街道旅游主线十字东北角
西安,荣华清荷园养老社区,民营,804张,2500,"医养结合,适老化设计,邻近景点,高端定位,餐饮定制",涝滨北路荣华清荷园
西安,杜城街道综合养老服务中心,公建民营,31张,3000,"医养结合,邻近景点,餐饮定制,社区嵌入,适老化设计",高家堡回迁小区沿街商铺二排一号
西安,陕西仁泰综合养老服务中心,公助民办,1500张,3000,"社区嵌入,邻近医院,交通便利,高端定位,适老化设计",南二环西段98号铁通商务大厦
西安,西安市新城区胡家庙街道综合养老服务中心,公办民营,50张,价格面议,"医养结合,邻近医院,康复护理,临终关怀",西安市金花北路280号电力设计院家属区
西安,西安康孝老年公寓,民营,150张,2500,"医养结合,邻近医院,邻近景点,高端定位,康复护理",楼观台集贤镇聚财大道
西安,西安市雁塔区雁宁老年公寓,公办民营,120张,2100,"邻近景点,康复护理,试住体验,餐饮定制",东月路雁鸣家园
西安,未央城建·泊心庭乐龄颐养中心,公办公营,502张,3000,"试住体验,交通便利,高端定位,个性化护理,餐饮定制",御井路与仁谨路十字向东50米
西安,中瑞明德西路老年养护院,民营,78张,3000,"餐饮定制,康复护理,适老化设计,社区嵌入,个性化护理",明德西路10号
南京,泰康之家·苏园,民营,1100张,8600,"医养结合,高端定位,餐饮定制,适老化设计,连锁品牌",仙林大学城灵山北路188号
南京,金煦福仙林湖颐养中心,民营,125张,5000,"邻近医院,交通便利,邻近景点,适老化设计,连锁品牌",纬地路28号1栋
南京,泰康之家·苏园（护理照护区）,民营,1100张,13400,"医养结合,邻近医院,高端定位,康复护理,连锁品牌",学原路22号
南京,九如城（盛和）康养中心,公建民营,110张,3180,"连锁品牌,医养结合,康复护理,邻近医院,临终关怀",南京市玄武区马高路319号
南京,九如城康养中心雨花院,民营,65张,3800,"适老化设计,医养结合,个性化护理,临终关怀,连锁品牌",南京市雨花区西善桥街道邱村70号西善花苑综合楼1号4—5层
南京,九如城康养中心清荷院,公助民办,84张,4300,"交通便利,适老化设计,康复护理",南京市建邺区友谊街70号
南京,太保家园（南京）国际颐养社区,公办公营,415张,8000,"邻近医院,交通便利,邻近景点,连锁品牌,试住体验",汇仙路19号
南京,石柱山国际康养城-至善康养公寓,民营,未知,3000,"邻近医院,邻近景点,餐饮定制,适老化设计,康复护理",驻南京市区接待中心地址：南京市鼓楼区山西路67号世贸中心大厦A座22楼2208室
南京,象山颐养中心,公建民营,143张,6000,"连锁品牌,医养结合,适老化设计,餐饮定制,康复护理",南京市鼓楼区幕府西路126号
南京,南京易发红日养老院,民营,350张,2940,"医保定点,医养结合,康复护理",戴家巷7号_2(江南水师学堂对面巷内1000米)
南京,钟山银城梅园颐养中心,公办民营,500张,6500,"连锁品牌,医养结合,高端定位,适老化设计,交通便利",后宰门东村80号
南京,南京幸福园护理院,民营,127张,2950,"邻近医院,康复护理,临终关怀",南京市江宁区东新南路288-3号
南京,钟山银城聚宝山颐养中心,公建民营,170张,5000,"连锁品牌,医养结合,邻近景点,适老化设计,餐饮定制",南京市玄武区玄武大道96号（聚宝山公园内）
南京,银城君颐东方国际康养社区,民营,1050张,7000,"高端定位,医养结合,个性化护理,适老化设计,邻近医院",马群南路19号（钟山学院南200米）
南京,南京苏博老年公寓,民营,100张,4000,"医保定点,邻近医院,临终关怀,高端定位,康复护理",东新北路158号
南京,南京市雨花台区板桥舒心养老院,民营,100张,800,"医保定点,医养结合,邻近医院,康复护理,临终关怀",板桥雄风路199号
南京,白马社区养老综合体,公建民营,60张,3200,"医养结合,个性化护理,适老化设计,连锁品牌",南京市浦口区江浦街道白马社区白马路81号25栋社区中心3-4层
南京,南京易发护理院,民营,150张,价格面议,"医保定点,邻近医院,康复护理,临终关怀",戴家巷7号_2(江南水师学堂对面巷内1000米)
南京,银城红日养老公寓,民营,212张,5000,康复护理,南京市鼓楼区漓江路55号
南京,南京市溧水区乐遥老年公寓,民营,84张,2200,,南京市溧水区石湫镇桑园蒲村140号
南京,南京爱德仁谷颐养院,民营,200张,1500,"邻近医院,康复护理,个性化护理",南京栖霞区摄山星城尤山路90号（西岗社区医院与摄山教堂旁）
南京,南京浦口尽孝道护理院（老年公寓）,公办民营,200张,3000,"医养结合,康复护理,临终关怀",南京市浦口区珠泉西路17号（江浦街道社区卫生服务中心）
南京,南京沣盛养老服务有限公司,民营,53张,2000,"邻近医院,邻近景点,康复护理,连锁品牌,试住体验",南京市浦口区江浦街道亚青路华农菜场二楼
南京,悦华延龄护理院,民营,72张,4500,"医养结合,康复护理",淮海路148号
南京,南京市职工疗养院老年公寓,民营,123张,2000,"邻近景点,康复护理",南京市江宁区牛首大道1号
南京,金色阳光老年公寓（栖霞区）,民营,65张,3600,,南京市栖霞区华电三宿舍2号门
南京,高淳区高淳老街养老护理中心,民营,135张,2200,"邻近景点,适老化设计,康复护理",高淳老街中山大街3号（老街游客中心旁）
南京,南京市雨花台区瑞海博老年康复中心,民营,243张,3000,"医养结合,医保定点,康复护理,临终关怀,个性化护理",铁心桥服务区北区B座
南京,南京慧享福长者照护之家（迈皋桥嘉誉山店）,民营,40张,4000,康复护理,迈皋桥街道兴卫路7号嘉誉山西门对面
南京,南京市博爱苑老年公寓,民营,104张,2999,"医保定点,医养结合,邻近医院,交通便利,邻近景点",宏光路118号
南京,银杏树老年人服务中心,民营,192张,1680,"邻近医院,康复护理,连锁品牌,试住体验",南京市鼓楼区福建路22号
南京,南京瑞芝康健老年公寓,民营,150张,5800,"医养结合,餐饮定制,高端定位,康复护理,临终关怀",兴民南路78号
南京,南京瑞芝康健仁善颐养院,民营,70张,7000,"医养结合,交通便利,邻近景点,餐饮定制,个性化护理",中山北路477号
南京,南京瑞芝康健悦馨颐养院,民营,120张,7000,"医养结合,邻近景点,餐饮定制,康复护理,个性化护理",光华路97号
南京,南京瑞芝康健滨江颐养院,公建民营,400张,3300,"医养结合,邻近景点,餐饮定制,连锁品牌,个性化护理",江宁街道汤铜路88号
南京,江苏省南京市建邺区慧恩老年公寓,民营,249张,1270,"邻近医院,个性化护理",江苏省南京市建邺区江心洲民安路2号（江心洲医院对面）
南京,南京瑞芝康健禄口颐养院,公建民营,372张,3620,"医养结合,餐饮定制,康复护理,个性化护理,连锁品牌",正阳路175号
南京,南京市鼓楼区颐养天和养老院,民营,100张,2000,"邻近医院,交通便利",南京市鼓楼区郭家山路张王庙1号丁香花园
南京,江苏省南京市玄武区鸿福老年公寓,公办（建）,160张,1180,"邻近医院,康复护理",南京市珠江路675号
郑州,泰康之家·豫园,民营,3600张,5700,"医养结合,餐饮定制,高端定位,适老化设计,连锁品牌",白沙园区
郑州,泰康之家·豫园（护理照护区）,民营,3600张,8500,"医养结合,餐饮定制,高端定位,连锁品牌,康复护理",白沙生命科学园区中山路东侧
郑州,光大欧安乐龄医养中心（河南省老年公寓）,公办民营,1100张,2600,"医养结合,适老化设计,康复护理,医保定点,交通便利",河南省郑州市惠济区迎宾路与香山路交汇处向南50米路西
郑州,郑州瑞阳养老院,其他,800张,1500,"医养结合,邻近医院,康复护理",郑州市西四环与郑上路交汇处向西1公里
郑州,河南颐享养老服务有限公司,民营,240张,2660,"医养结合,邻近医院,高端定位,适老化设计,康复护理",河南·郑州·中原西路与飞龙路交叉口
郑州,郑州(荥阳)和佑尊长园,民营,298张,2000,"邻近医院,康复护理",郑州市荥阳三公路与汜河路交叉口
郑州,河南省郑州市二七区爱馨阳光城老年服务中心,民营,500张,1000,"邻近医院,康复护理,连锁品牌,个性化护理",郑州市二七区长江路与连云路交叉口东200米
郑州,郑州晚晴养老集团,公办民营,510张,2100,医养结合,郑州市桐柏路与棉纺路交叉口锦艺城二期7号楼1楼
郑州,郑州首慈乐养养老服务有限责任公司,民营,296张,3000,"医养结合,邻近医院,康复护理,个性化护理",郑州市金水区红专北街5号豫税宾馆3号楼
郑州,天伦家园老年公寓,民营,280张,1200,"康复护理,连锁品牌",郑州市中原区航海西路办事处道李村（常庄水库东畔）
郑州,中牟县锦源老年公寓,民营,492张,2980,"医养结合,交通便利,餐饮定制,康复护理",泰安街与溪畔路交叉口向东60米路南
郑州,郑州市金水区颐百岁养老院,公助民办,385张,1350,"医养结合,康复护理,连锁品牌,临终关怀,个性化护理",东三街与岗杜街交叉口（儿童医院旁）
郑州,郑州天佑安康颐养中心养老院,民营,90张,3000,"邻近医院,医养结合,适老化设计,试住体验,餐饮定制",航海东路与经开第二十大街交口航海东路1776号
郑州,郑州市恒顺源老年养生护理院,民营,300张,2000,康复护理,郑州市江山路杜庄村口向北50米路东
郑州,郑州舒心老年公寓,民营,450张,550,"康复护理,连锁品牌,个性化护理",郑州市惠济区南阳寨工业园区7号
郑州,河南荥阳市社会养老服务中心天鹅湖公寓,民营,1000张,1200,"邻近医院,邻近景点,康复护理,个性化护理",河南荥阳市郑州中原路西段楚楼水库向西200米
郑州,高新区颐和老年公寓,社会团体,200张,价格面议,"邻近医院,适老化设计,康复护理",郑州高新区电厂路五龙新城香馨园3号楼
郑州,新天佑康养▪佑安康年养护中心,民营,1050张,2000,"医养结合,康复护理,试住体验,医保定点,适老化设计",解放路与莲花路交叉口向南100米路东
郑州,郑州市管城回族区世沣尊长园,公办民营,523张,2000,"医养结合,康复护理,个性化护理",东大街115号
郑州,郑州爱睦家养老院,民营,150张,2000,"医养结合,邻近医院,康复护理,连锁品牌",城东路货站街交叉口向东300米路北
郑州,郑州市惠济区花园口镇晚晴养老服务中心,公建民营,60张,2000,"康复护理,适老化设计,连锁品牌,试住体验,医养结合",花园口镇惠花新城大庙苑19号楼
郑州,河南多尔康养老服务有限公司,民营,50张,2000,"医养结合,邻近医院,康复护理",郑州市二七区大学路18号金源大厦15楼1501室
郑州,郑州裕心媛康养有限公司,民营,270张,2000,"医保定点,医养结合,试住体验,交通便利,康复护理",郑州市上街区丹江路与衡山路交叉口东南侧
郑州,河南舒怡堂养老服务有限公司,公建民营,300张,2660,"医保定点,医养结合,交通便利,康复护理,个性化护理",中原西路与飞龙路交叉口向北500米路西
郑州,北林路街道养老服务中心,公办民营,29张,2300,"交通便利,试住体验,适老化设计,连锁品牌,社区嵌入",广电南路10号院广电社区用房
郑州,峡窝镇养老服务中心,公建民营,76张,2000,"医养结合,适老化设计,康复护理,个性化护理,社区嵌入",峡窝镇观沟新区龙江路与孟津路交叉口向西100米路北胡同内
郑州,郑州市祥和瑞乐养老院有限公司,民营,368张,3000,,荥泽大道与建设路交叉口东南角
郑州,郑州市老年公寓,公办（建）,280张,价格面议,"医养结合,邻近医院",航海西路7号
郑州,丰庆路街道养老服务中心,公办民营,70张,2000,"社区嵌入,康复护理,适老化设计,连锁品牌,试住体验",索凌路连霍高速西南角滨河家园西院
郑州,郑州市敬贤养老院,公建民营,80张,2500,"医养结合,邻近医院,交通便利,康复护理,临终关怀",中原路与华山路向西200米，罗庄小区西临
郑州,中原西路养老院,公办民营,80张,2200,"医养结合,医保定点,康复护理,临终关怀,试住体验",中原路与华山路交叉口。
郑州,郑州市惠济区颐和老年公寓,民营,300张,2380,"邻近医院,康复护理",郑州市惠济区沙口路122号
郑州,新郑市现代康乐园老年公寓,民营,150张,1000,"邻近医院,康复护理",河南省新郑市新村镇中兴大道西段路南
郑州,郑州经开区泰和养老服务中心,公办民营,100张,2500,"医养结合,交通便利,邻近景点",经开第五大街与经北一路路东经开泰和卫生服务中心2号楼
郑州,郑州九院健康管理有限公司,民营,200张,2660,"交通便利,医养结合,邻近医院,康复护理,临终关怀",飞龙路与泽众路交叉口
郑州,郑州经开区格林社区养老服务中心,公办民营,30张,2000,"适老化设计,社区嵌入,试住体验,交通便利,医养结合",经济技术开发区经开第七大街经南五路东北角
郑州,郑州荥阳和佑尊长园,民营,298张,1780,"邻近医院,康复护理,试住体验",郑州市荥阳三公路与汜河路交叉口
郑州,郑州盛泰养老中心,民营,60张,1800,"邻近景点,邻近医院,适老化设计,个性化护理",樱桃沟景区
昆明,昆明鹏瑞利康养社区,民营,577张,6000,"医保定点,医养结合,邻近医院,餐饮定制,高端定位",呈贡区洛龙街道联大街9号鹏瑞利康养社区
昆明,泰康之家·滇园,民营,1400张,5800,"医养结合,高端定位,适老化设计,康复护理,连锁品牌",滇园项目
昆明,滇池康悦养老度假中心,民营,2236张,3750,"医养结合,邻近医院,高端定位,适老化设计",环湖南路北段滇池国际养生养老度假区
昆明,昆明友康养老中心,民营,300张,2780,"邻近医院,适老化设计,康复护理,个性化护理,医养结合",潘家湾44号
昆明,昆明盛爱老年公寓,民营,150张,2750,"医养结合,邻近景点,康复护理,餐饮定制",碧鸡镇西化村盛爱老年公寓
昆明,居正义慈养生公寓（滇池畔•乐龄之家康养中心）,民营,300张,5400,"医养结合,连锁品牌,试住体验,邻近景点,康复护理",观景路12号居正义慈养生公寓
昆明,当你老了健康养老中心,民营,501张,2200,"医养结合,邻近医院,康复护理,临终关怀",云南省昆明市官渡区官南大道小街双凤路285号（康乐茶城旁）
昆明,官房老年公寓云秀分院,民营,50张,3300,"医养结合,邻近医院,交通便利,适老化设计,康复护理",古渡口路1111号云秀康园小区4号院
